"Keyword","Type","Volume","KD","Cluster","Article Angle","Priority","Content Target","Status"
"unique gifts for 50th birthday woman","Informational, Commercial","1300","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 30th birthday gift ideas for him","Commercial","1000","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gifts for her","Commercial","720","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for lady who loves to grow peppers","Commercial","720","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 50th birthday","Commercial","720","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool birthday gifts for guys","Commercial","590","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 50th woman","Informational, Commercial","480","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for the man who has it all","Informational, Commercial","480","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"80th birthday gifts for women","Commercial","390","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 50 year old woman","Commercial","260","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for expectant mothers","Commercial","260","20","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for sister from sister","Commercial","880","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 40 year old woman","Informational","590","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for a 50th birthday woman","Informational","590","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 21st birthday gifts for her","Commercial","480","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gift ideas for him","Commercial","390","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 10 year girl","Commercial","390","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 50th birthday","Commercial","390","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"18th birthday gifts for girls","Informational, Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift ideas for female friend","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 16 year old boy","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 60 year old woman","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for dogs","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for first birthday","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for a guys 21st birthday","Informational","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"return gifts for birthday party","Commercial","320","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"16th birthday gifts for girls","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"30th birthday gift ideas for daughter","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"30th birthday gifts for daughter","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for sister","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 16 year old girl","Informational","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for employees","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 50 birthday","Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 70th birthday mum","Informational, Commercial","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for an 80th birthday","Informational","260","21","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50 years birthday gift for men","Commercial","2400","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 50th birthday man","Commercial","1600","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift suggestions for 50th birthday woman","Commercial","1300","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for guys","Commercial","1000","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 1 year birthday","Commercial","720","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 21st birthday gifts for him","Informational","720","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gifts for her","Informational, Commercial","590","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for daughter from dad","Commercial","590","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 75th birthday","Informational","590","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"30th birthday gifts for him","Informational, Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for him","Informational, Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift for male","Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for sisters","Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for brothers birthday","Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for sweet 16 birthday","Commercial","480","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gifts for him","Informational","390","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift boxes for women","Commercial","390","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for guy friend","Informational","390","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift for men","Commercial","320","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 30th birthday female","Commercial","320","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"last minute birthday gifts for him","Commercial","320","22","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gifts for women","Commercial","1900","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 50th birthday woman","Commercial","1600","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique birthday gift for 12 year girl","Informational, Commercial","1600","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gifts for a woman","Commercial","1000","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for coworkers","Commercial","720","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 29 year old woman","Informational, Commercial","480","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 80th birthday man","Informational","480","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gift ideas for her","Commercial","320","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 60 year old woman","Commercial","320","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 5 year olds","Commercial","320","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for sister in law","Commercial","320","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"18th birthday gift ideas for daughter","Informational, Commercial","260","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for sister in law","Informational","260","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for adult daughter","Commercial","260","23","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 40th birthday gifts for him","Informational, Commercial","1900","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for first birthday","Commercial","1300","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for new moms","Commercial","720","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 50th birthday female","Commercial","590","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for men for 50th birthday","Commercial","480","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"send gift for birthday","Commercial","480","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"70th birthday gift for woman","Commercial","390","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for grandfather","Commercial","390","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for a sister in law","Commercial","390","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 65th birthday woman","Commercial","390","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gift ideas for daughter","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gift ideas for guys","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gifts for daughter","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for male friend","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 50th birthday woman","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 60th birthday","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 75th birthday woman","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"meaningful 60th birthday gifts for her","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"mens gifts for 70th birthday","Commercial","320","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for mother 60th","Commercial","260","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for coworker","Commercial","260","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 12 year olds girl","Commercial","260","24","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 40th","Informational","2900","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 50th birthday female","Informational","1300","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for papa","Commercial","1000","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gifts for 1st birthday","Commercial","1000","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 60","Commercial","1000","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique gifts for 50th birthday man","Commercial","880","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"80th birthday gifts for men","Commercial","720","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 8-9 year girl","Commercial","720","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"ulta free gift for birthday","Informational","480","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best friend gifts for birthday","Commercial","390","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for boss","Commercial","390","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool gifts for 60th birthday","Commercial","320","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift ideas for him","Commercial","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 60 year old man","Commercial","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for elderly woman","Commercial","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for a brother","Commercial","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 60th birthday","Informational, Commercial","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 80th birthday woman","Informational","260","25","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for brother","Commercial","1300","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for brother","Commercial","1300","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"exclusive birthday gifts for her","Informational, Commercial","1000","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gifts for a first birthday","Commercial","880","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift ideas for men","Commercial","720","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 30th birthday for her","Commercial","720","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 9 year olds","Commercial","720","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"party gifts for 50th birthday","Informational","720","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for man","Commercial","590","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"luxury birthday gifts for her","Commercial","590","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for hubby","Commercial","480","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 40th birthday woman","Informational","480","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 75th birthday","Commercial","480","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 6 year girl","Commercial","390","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 40th birthday woman","Commercial","390","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for men 18th birthday","Commercial","390","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for sister","Commercial","320","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift idea for sister","Commercial","320","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift ideas for mother","Commercial","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 13 year olds girl","Commercial","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 14 year olds","Informational","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for women over 50","Commercial","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 70th birthday","Commercial","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 21st birthday","Informational","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 60th birthday mum","Commercial","260","26","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift suggestions for 21st birthday","Commercial","2900","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gifts for men","Informational, Commercial","2400","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for men","Informational, Commercial","1900","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for mothers birthday","Commercial","1300","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for sister birthday","Commercial","1300","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gift ideas for women","Commercial","1000","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift ideas for her","Commercial","880","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 10 year olds","Commercial","880","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 40th birthday","Informational, Commercial","880","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for teenagers","Commercial","880","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 60th birthday female","Commercial","720","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 6 year olds","Informational, Commercial","720","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized birthday gifts for her","Commercial","480","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 8 year olds","Commercial","480","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for sister birthday","Commercial","480","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 80th birthday female","Commercial","480","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"luxury 40th birthday gifts for him","Commercial","480","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"custom birthday gifts for him","Informational","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21st birthday gifts for a guy","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for manager","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 11 year olds","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for grandma birthday","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 80th birthday male","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"meaningful 70th birthday gifts for a woman","Commercial","390","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for older men","Informational","320","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for a 21st birthday","Commercial","320","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unusual 60th birthday gifts for her","Commercial","320","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"1st birthday gift ideas for girls","Informational, Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"21 gift ideas for a 21st birthday","Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 16","Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for best friend female","Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for grandmother","Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for a new mum","Commercial","260","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts for him for birthday","Informational","70","27","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts to give for 21st birthday","Commercial","2900","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique birthday gifts for her","Informational, Commercial","2900","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for sister","Commercial","1900","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for daughter","Informational, Commercial","1000","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for grandma","Commercial","720","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift ideas for her","Informational","590","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for son","Commercial","590","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for 60th birthday","Commercial","590","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for sisters birthday","Commercial","590","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"30th birthday gift ideas for her","Informational","480","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 40 year old woman","Commercial","480","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for grandpa","Commercial","480","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for her 30th birthday","Commercial","480","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift for women","Commercial","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 60th birthday","Commercial","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for hubby","Commercial","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for a 30th birthday for her","Commercial","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"mom gifts for birthday","Commercial","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts for him birthday","Informational","390","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for a guy who has everything","Commercial","320","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 80th birthday woman","Commercial","320","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift for hubby birthday","Commercial","260","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for son","Informational","260","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for your best friend","Commercial","260","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift basket for birthday","Informational","260","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 50th birthday woman","Commercial","260","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts for his birthday","Commercial","70","28","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for sister","Commercial","2400","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gift ideas for men","Commercial","1600","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for gents","Commercial","1600","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique birthday gifts for sister","Commercial","1000","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for best friend for birthday","Commercial","880","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 12 year olds","Commercial","720","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"men's gift ideas for birthday","Commercial","590","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized birthday gifts for him","Informational","590","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for new moms","Commercial","480","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized birthday gifts for men","Commercial","480","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for sister birthday","Commercial","390","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 40th birthday","Commercial","390","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good birthday gifts for 21st birthday","Commercial","390","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great gifts for your mom's birthday","Commercial","390","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gifts for her","Commercial","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 5 year girl","Commercial","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for new mom","Informational","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for new mothers","Commercial","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for 80th birthday","Commercial","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 40th birthday women","Commercial","320","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for women birthday","Commercial","260","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalised birthday gifts for him","Commercial","50","29","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for bro","Commercial","1900","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for women","Commercial","1600","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift to give mom for birthday","Commercial","1600","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for best friend","Commercial","1300","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift ideas for women","Commercial","1000","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for sister in law","Commercial","1000","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 30th birthday","Informational","590","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
